Country,code,id,year,DEMO,CORRUPT,POP,POP0-14%,LFPR,UR,LABOR,LNL1,EFFECTIVE_LABOR,LNL2,EDU_IDX,GDP,LNY,INCOMEPC,LNINCOMEPC,INEQUALITY,CAPITAL_STOCK,LNK,URBAN,LAW,TIME_TREND,dCIVILWARS,dFRENCH,dBRITISH,dLATINAME,dWENA,dMIDEAST,dAFRICAN,dOIL,dLANDLOCKED,dPOSTSOVIET
Syria,SYR,141,2012,1,0.734584355,19978756,36.34,43.6,11.4,4913107,15.407,2697296,14.808,0.549,95578.094,11.468,4783.986,8.473,42,326150.438,12.695,56.459,0.75,6,0,1,0,0,0,1,0,1,0,0
Tajikistan,TJK,142,2012,2,0.735187697,7930929,35.187,67.7,11.1,3093668,14.945,2035634,14.526,0.658,21218.885,9.963,2675.46,7.892,31.7,187741.938,12.143,26.568,0.25,6,1,0,0,0,0,0,0,0,1,1
Tanzania,TZA,143,2012,5,0.660492849,48645709,45.174,89.2,3.2,23028846,16.952,9787260,16.097,0.425,97684.547,11.489,2008.081,7.605,34.6,438895,12.992,29.493,0.83,6,0,0,1,0,0,0,1,0,0,0
Thailand,THA,144,2012,4,0.568785876,67164130,18.526,72.4,0.7,39340717,17.488,24312563,17.007,0.618,975132.063,13.79,14518.644,9.583,42.5,3411764.75,15.043,46.682,0.42,6,0,0,0,0,0,0,0,0,0,0
Togo,TGO,145,2012,3.5,0.703970623,6745581,42.695,80.9,7,2908304,14.883,1416344,14.164,0.487,7978.979,8.985,1182.845,7.076,34.4,24159.92,10.092,38.493,0.5,6,0,1,0,0,0,0,1,0,0,0
Trinidad,TTO,146,2012,6,0.558381963,1341579,20.719,64,5,646677,13.38,456554,13.031,0.706,40912.813,10.619,30496.014,10.325,40.3,192684,12.169,8.795,0.42,6,0,0,1,1,0,0,0,1,0,0
Tunisia,TUN,147,2012,4.5,0.529074523,10777500,23.191,47.5,14,3381606,15.034,2143938,14.578,0.634,112028.836,11.627,10394.696,9.249,40.8,499618.875,13.122,66.274,0.83,6,0,1,0,0,0,0,0,0,0,0
Turkey,TUR,148,2012,4.5,0.466555187,74849187,26.398,49.4,9.2,24710912,17.023,16210358,16.601,0.656,1372399.375,14.132,18335.528,9.817,43.2,3680660.5,15.119,71.834,0.58,6,1,0,0,0,0,0,0,0,0,0
Uganda,UGA,149,2012,3.5,0.696279275,35400620,48.705,77.6,4.2,13499234,16.418,6101654,15.624,0.452,62626.578,11.045,1769.081,7.478,42.6,178136.5,12.09,15.115,0.58,6,1,0,1,0,0,0,1,0,1,0
Ukraine,UKR,150,2012,4.5,0.705877376,45593300,14.258,59.1,7.5,21370997,16.878,17032685,16.651,0.797,473686.156,13.068,10389.381,9.249,28.2,1590333.5,14.279,69.072,0.67,6,0,0,0,0,0,0,0,0,0,1
United Arab Emirates,ARE,151,2012,2,0.26476922,8952542,13.603,79.3,4,5888320,15.588,4039387,15.212,0.686,556367.313,13.229,62146.295,11.037,31,2131685.5,14.572,84.684,0.67,6,0,0,1,0,0,1,0,0,0,0
United Kingdom,GBR,152,2012,7,0.172057104,63700300,17.758,62.1,8,29930630,17.214,26488608,17.092,0.885,2384291,14.684,37429.824,10.53,36,10618961,16.178,81.834,0.83,6,0,0,0,0,1,0,0,0,0,0
United States,USA,153,2012,7,0.224469733,314102623,19.358,62.9,8.2,146260203,18.801,129879061,18.682,0.888,15946878,16.585,50769.643,10.835,40.8,50020716,17.728,81.108,0.83,6,0,0,1,0,1,0,0,0,0,0
Uruguay,URY,154,2012,7,0.236172724,3396753,22.044,65.6,6.5,1624157,14.3,1156400,13.961,0.712,63271.363,11.055,18627.013,9.832,46.2,231935.734,12.354,94.803,0.42,6,0,0,0,1,0,0,0,0,0,0
Uzbekistan,UZB,155,2012,1,0.745295334,29774500,28.705,61.4,10.8,11626171,16.269,7929049,15.886,0.682,209000.172,12.25,7019.435,8.856,36.7,270094.813,12.507,36.182,0.38,6,0,0,0,0,0,0,0,0,1,1
Venezuela,VEN,156,2012,3,0.748625517,29854238,29.019,65,8.1,12658266,16.354,8746862,15.984,0.691,501651.75,13.126,16803.368,9.729,43.4,2195953,14.602,88.851,0.17,6,0,0,0,1,0,0,0,1,0,0
Vietnam,VNM,157,2012,2,0.611862004,88809200,23.199,77.2,1.8,51707319,17.761,29938537,17.215,0.579,443187.781,13.002,4990.336,8.515,37.8,1197598.625,13.996,31.668,0.67,6,1,1,0,0,0,0,0,0,0,0
Yemen,YEM,158,2012,2,0.746148276,24882792,41.485,48.5,17.7,5811741,15.575,1981804,14.5,0.341,85394.273,11.355,3431.861,8.141,37.7,196875.859,12.19,32.874,0.33,6,1,0,0,0,0,1,0,1,0,0
Zambia,ZMB,159,2012,4.5,0.571520758,14786581,46.415,79.4,13.1,5466982,15.514,3252854,14.995,0.595,51782.457,10.855,3501.99,8.161,50.7,246783.859,12.416,39.587,0.67,6,0,0,1,0,0,0,1,0,1,0
Zimbabwe,ZWE,160,2012,2,0.753962493,14565482,41.509,86.4,5.3,6970695,15.757,3785087,15.147,0.543,23693.301,10.073,1626.675,7.394,50.1,80778.594,11.299,32.834,0.5,6,1,0,1,0,0,0,1,0,1,0
Afghanistan,AFG,1,2013,2,0.786023712,30682500,45.685,47.9,9.2,7248195,15.796,2645591,14.788,0.365,,,,,28.6,,,25.871,0.13,6,1,0,1,0,0,0,0,0,1,0
Albania,ALB,2,2013,5,0.643380451,2896652,19.382,55.1,16,1080831,13.893,688489,13.442,0.637,28903.268,10.272,9978.164,9.208,34.5,93572.094,11.446,55.383,0.42,6,0,0,0,0,0,0,0,0,0,1
Algeria,DZA,3,2013,2.5,0.593420774,38186135,27.89,43.9,9.8,10903722,16.205,7000189,15.761,0.642,495492.781,13.113,12975.725,9.471,35.3,1594439.125,14.282,69.51,0.5,6,1,1,0,0,0,0,0,1,0,0
Angola,AGO,4,2013,2.5,0.765028644,23448202,48.013,70,6.9,7944299,15.888,3765598,15.141,0.474,181759.781,12.11,7751.545,8.956,58.6,734677.375,13.507,42.49,0.42,6,1,0,0,0,0,0,1,1,0,0
Argentina,ARG,5,2013,6,0.592195034,42538304,25.466,60.8,7.1,17908342,16.701,14792291,16.51,0.826,871444.375,13.678,20486.11,9.928,45.15,2041532.375,14.529,91.452,0.33,6,0,0,0,1,0,0,0,0,0,0
Armenia,ARM,6,2013,3.5,0.593613845,2992192,19.013,63.4,16.2,1287471,14.068,907667,13.719,0.705,25016.342,10.127,8360.54,9.031,30.9,42051.008,10.647,62.975,0.5,6,0,0,0,0,0,0,0,0,1,1
Australia,AUS,7,2013,7,0.147882676,23117353,18.783,65.2,5.7,11543639,16.262,10758672,16.191,0.932,997277.625,13.813,43139.784,10.672,32.85,3757906,15.139,89.153,0.92,6,0,0,1,0,0,0,0,0,0,0
Austria,AUT,8,2013,7,0.198899603,8479375,14.356,61,4.9,4212823,15.254,3366046,15.029,0.799,399077.281,12.897,47064.469,10.759,27.6,1821958.75,14.415,65.884,1,6,0,0,0,0,1,0,0,0,1,0
Azerbaijan,AZE,9,2013,2,0.680704844,9416801,22.08,66.1,5,4607632,15.343,3243773,14.992,0.704,153436.141,11.941,16293.871,9.699,33.7,128618.414,11.765,54.1,0.58,6,1,0,0,0,0,0,0,1,1,1
Bahamas,BHS,10,2013,7,0.228727484,377841,21.392,74.1,16.2,184433,12.125,129841,11.774,0.704,8908.491,9.095,23577.355,10.068,43,40657.637,10.613,82.732,0.75,6,0,0,1,1,0,0,0,0,0,0
Bangladesh,BGD,11,2013,4.5,0.678690946,157157394,30.498,70.8,4.5,73853245,18.118,32938547,17.31,0.446,437947.094,12.99,2786.678,7.933,32.65,1385204.125,14.141,32.753,0.33,6,0,0,0,0,0,0,0,0,0,0
Barbados,BRB,12,2013,7,0.178027678,282503,19.506,71.2,11.6,143127,11.871,111209,11.619,0.777,4075.063,8.313,14424.847,9.577,28.9,15420.666,9.643,31.652,0.75,6,0,0,1,1,0,0,0,0,0,0
Belarus,BLR,13,2013,1.5,0.604004323,9466000,15.437,56,6,4213699,15.254,3514225,15.072,0.834,182464.719,12.114,19275.8,9.867,27.2,318089.094,12.67,75.877,0.58,6,0,0,0,0,0,0,0,0,1,1
Belgium,BEL,14,2013,7,0.173956084,11182817,16.852,53.3,8.4,4539674,15.328,3763390,15.141,0.829,479825.781,13.081,42907.416,10.667,30.5,2307018,14.651,97.776,0.83,6,0,0,0,0,1,0,0,0,0,0
Belize,BLZ,15,2013,6.5,0.496380308,344193,33.722,65.6,11.7,132140,11.792,95934,11.471,0.726,2715.25,7.907,7888.741,8.973,53.1,4928.117,8.503,44.298,0.56,6,0,0,1,1,0,0,0,0,0,0
Benin,BEN,16,2013,6,0.666877604,10322232,42.755,72.9,1,4264553,15.266,1782583,14.394,0.418,18759.479,9.839,1817.386,7.505,37.55,57107.707,10.953,43.086,0.44,6,0,1,0,0,0,0,1,0,0,0
Bhutan,BTN,17,2013,4.5,0.335305178,754637,28.096,72.5,2.9,381988,12.853,167693,12.03,0.439,4832.169,8.483,6403.303,8.765,38.1,30464.148,10.324,37.139,0.69,6,0,0,0,0,0,0,0,0,1,0
Bolivia,BOL,18,2013,5,0.617873967,10399931,33.353,72.5,2.6,4894470,15.404,3117777,14.953,0.637,62779.148,11.047,6036.497,8.706,57.25,111146.25,11.619,67.696,0.42,6,0,0,0,1,0,0,0,0,1,0
Bosnia ,BIH,19,2013,3.5,0.544704339,3823533,13.948,45.3,27.4,1082083,13.894,704436,13.465,0.651,37165.605,10.523,9720.226,9.182,36.2,106815.586,11.579,39.486,0.63,6,1,0,0,0,0,0,0,0,0,1
Botswana,BWA,20,2013,5.5,0.317627108,2176510,32.388,76.7,17.6,930051,13.743,598023,13.301,0.643,30414.186,10.323,13973.832,9.545,62,130654.938,11.78,56.938,0.58,6,0,0,1,0,0,0,1,0,1,0
Brazil,BRA,21,2013,6,0.523647271,204259377,23.98,69.8,6.5,101339634,18.434,67897555,18.034,0.67,3055886,14.933,14960.811,9.613,53.3,12889597,16.372,85.171,0.33,6,0,0,0,1,0,0,0,0,0,0
Bulgaria,BGR,22,2013,6,0.558827603,7265115,13.866,53.3,12.9,2905101,14.882,2181731,14.596,0.751,121201.945,11.705,16682.729,9.722,36.75,295190.125,12.595,73.3,0.42,6,0,0,0,0,0,0,0,0,0,1
Burkina Faso,BFA,23,2013,4,0.615210438,17084554,45.991,83.4,3.3,7441496,15.823,1949672,14.483,0.262,24561.494,10.109,1437.643,7.271,39.65,61209.629,11.022,28.186,0.5,6,0,1,0,0,0,0,1,0,1,0
Burundi,BDI,24,2013,3,0.773348498,10465959,44.483,82.6,7,4463427,15.311,1651468,14.317,0.37,7751.315,8.956,740.622,6.607,37.85,11261.652,9.329,11.472,0.19,6,1,0,0,0,0,0,1,0,1,0
Cambodia,KHM,25,2013,2.5,0.702945423,15078564,32.102,82.5,0.3,8421000,15.946,3781029,15.146,0.449,44327.285,10.699,2939.755,7.986,41.15,84208.094,11.341,20.319,0.44,6,1,1,0,0,0,0,0,0,0,0
Cameroon,CMR,26,2013,2,0.738859797,22211166,42.962,70.3,4.1,8541026,15.96,4150939,15.239,0.486,57464.016,10.959,2587.168,7.858,41.75,130762.375,11.781,53.25,0.33,6,0,1,0,0,0,0,1,0,0,0
Canada,CAN,27,2013,7,0.125039363,35155499,16.141,66.2,7.1,18130809,16.713,15846327,16.578,0.874,1465084.625,14.197,41674.408,10.638,32.35,5828468.5,15.578,81.472,0.92,6,0,0,1,0,1,0,0,0,0,0
Cape Verde,CPV,28,2013,7,0.347186232,507258,30.385,67.5,9,216910,12.287,114312,11.647,0.527,2910.32,7.976,5737.357,8.655,50.5,14275.131,9.566,64.127,0.69,6,0,0,0,0,0,0,1,0,0,0
Central African Republic,CAF,29,2013,1,0.708358097,4710678,39.695,78.7,7.4,2070248,14.543,708025,13.47,0.342,2746.401,7.918,583.016,6.368,58.8,16966.578,9.739,39.5,0.13,6,0,1,0,0,0,0,1,0,1,0
Chad,TCD,30,2013,1.5,0.757057524,13145788,48.218,71.6,7.1,4527842,15.326,1222517,14.016,0.27,25938.531,10.163,1973.144,7.587,39.8,28580.566,10.26,22.227,0.19,6,1,1,0,0,0,0,1,0,1,0
Chile,CHL,31,2013,7,0.19630661,17575833,20.795,61.8,6,8086954,15.906,6065215,15.618,0.75,374168.125,12.832,21288.785,9.966,52.1,1095350.625,13.907,89.175,0.75,6,0,0,0,1,0,0,0,0,0,0
China,CHN,32,2013,1.5,0.571412641,1357380000,17.154,71.3,4.6,764908226,20.455,469653650,19.968,0.614,15651357,16.566,11530.564,9.353,45.25,61477376,17.934,53.168,0.58,6,1,0,0,0,0,0,0,0,0,0
Colombia,COL,33,2013,4.5,0.587705827,47342363,25.099,67.4,9.6,21605695,16.888,13417137,16.412,0.621,579200.938,13.269,12234.306,9.412,55.95,1748800.5,14.374,75.883,0.33,6,1,0,0,1,0,0,0,0,0,0
Comoros,COM,34,2013,4.5,0.645604587,751697,40.665,57.6,6.5,240209,12.389,113619,11.641,0.473,1087.295,6.991,1446.454,7.277,64.3,2324.758,7.751,28.104,0.38,6,0,1,0,0,0,0,1,0,0,0
Costa Rica,CRI,35,2013,7,0.381276667,4706433,23.158,63,8.5,2084746,14.55,1384272,14.141,0.664,64425.035,11.073,13688.718,9.524,50.5,150587.406,11.922,74.956,0.5,6,0,0,0,1,0,0,0,0,0,0
Croatia,HRV,36,2013,6.5,0.47887487,4255689,15.158,51.3,17.3,1531805,14.242,1193276,13.992,0.779,90988.461,11.418,21380.43,9.97,30.35,412389.469,12.93,58.359,0.75,6,0,0,0,0,0,0,0,0,0,1
Cyprus,CYP,37,2013,7,0.252288413,1141652,16.973,63.7,15.8,508397,13.139,394008,12.884,0.775,25692.797,10.154,22504.929,10.021,29,135996.359,11.82,67.133,0.83,6,1,0,1,0,0,0,0,0,0,0
Czech Republic,CZE,38,2013,7,0.462130648,10514272,14.674,59.5,7,4964325,15.418,4299105,15.274,0.866,319386.906,12.674,30376.512,10.321,28.4,1697843.125,14.345,73.06,0.83,6,0,0,0,0,0,0,0,0,1,1
Dem. Rep. of the Congo,COD,39,2013,6,0.759604192,72552861,46.296,71.9,8.2,25717712,17.063,12113042,16.31,0.471,86592.977,11.369,1193.516,7.085,44.4,73271.227,11.202,41.461,,6,1,0,0,0,0,0,1,0,0,0
Denmark,DNK,40,2013,7,0.018003225,5614932,17.315,62.5,7,2698562,14.808,2493471,14.729,0.924,248732.5,12.424,44298.399,10.699,24.75,1072171.875,13.885,87.324,1,6,0,0,0,0,1,0,0,0,0,0
Djibouti,DJI,41,2013,2.5,0.588196898,864554,33.249,52,0,300091,12.612,91828,11.428,0.306,2430.032,7.796,2810.735,7.941,40,14487.808,9.581,77.186,0.63,6,0,1,0,0,0,0,0,0,0,0
Dominican Republic,DOM,42,2013,5.5,0.669317806,10281408,30.529,64.9,15,3940230,15.187,2419301,14.699,0.614,121716.258,11.709,11838.481,9.379,47.8,407786.438,12.918,77.082,0.42,6,1,0,1,1,0,0,0,0,0,0
East Timor,TLS,43,2013,4.5,0.668773639,1180069,41.908,37.9,4.3,248642,12.424,117359,11.673,0.472,,,,,31.9,,,31.485,,6,0,0,0,0,0,0,0,0,0,0
Ecuador,ECU,44,2013,5,0.621978152,15661312,29.685,68.6,4.2,7237152,15.795,4682437,15.359,0.647,165107.75,12.014,10542.396,9.263,48.3,566385.313,13.247,63.298,0.42,6,0,0,0,1,0,0,0,0,0,0
Egypt,EGY,45,2013,2.5,0.620029116,87613909,32.649,49.1,13.2,25149034,17.04,14938526,16.519,0.594,864731.375,13.67,9869.796,9.197,32.6,1204706,14.002,43.025,0.5,6,0,0,1,0,0,0,0,0,0,0
El Salvador,SLV,46,2013,5.5,0.569927412,6089644,28.295,62.1,5.9,2551644,14.752,1423817,14.169,0.558,46618.406,10.75,7655.358,8.943,47.6,103172.297,11.544,65.775,0.33,6,1,0,0,1,0,0,0,0,0,0
Estonia,EST,47,2013,7,0.278399348,1317997,15.597,62,8.6,630389,13.354,550960,13.219,0.874,36048.98,10.493,27351.337,10.217,33.65,146293.547,11.893,67.721,0.67,6,0,0,0,0,0,0,0,0,0,1
Ethiopia,ETH,48,2013,2,0.600996447,94558374,42.696,83.7,5,43085464,17.579,13658092,16.43,0.317,116634.602,11.667,1233.467,7.118,29.9,321534.188,12.681,18.59,0.75,6,1,0,0,0,0,0,1,0,1,0
Fiji,FJI,49,2013,3,0.584026921,880487,28.845,55,8.3,315979,12.663,242356,12.398,0.767,6702.823,8.81,7612.632,8.938,42.8,15493.871,9.648,52.976,0.44,6,0,0,1,0,0,0,0,0,0,0
Finland,FIN,50,2013,7,0.061609173,5438972,16.333,59.8,8.2,2498117,14.731,2040962,14.529,0.817,219912.641,12.301,40432.758,10.607,26.85,1029301.188,13.844,83.952,1,6,0,0,0,0,1,0,0,0,0,0
France,FRA,51,2013,7,0.239575791,65972097,18.511,55.9,10.4,26926592,17.109,21972099,16.905,0.816,2563483,14.757,38857.079,10.568,32.7,11653404,16.271,79.055,0.83,6,0,0,0,0,1,0,0,0,0,0
Gabon,GAB,52,2013,2.5,0.61151216,1650351,37.449,60.8,20.3,500235,13.123,303642,12.624,0.607,24381.242,10.102,14773.368,9.601,41.5,80647.367,11.298,86.658,0.5,6,0,1,0,0,0,0,1,1,0,0
Gambia,GMB,53,2013,2,0.640250683,1866878,46.403,77.4,7,720246,13.487,243443,12.403,0.338,2914.48,7.977,1561.152,7.353,48.75,8426.136,9.039,58.373,0.58,6,0,0,1,0,0,0,1,0,0,0
Georgia,GEO,54,2013,5,0.429538041,3776000,17.137,65,14.6,1736848,14.368,1366900,14.128,0.787,36765.953,10.512,9736.746,9.184,41.05,68951.281,11.141,53.309,0.5,6,1,0,0,0,0,0,0,0,0,1
Germany,DEU,55,2013,7,0.144477868,82132753,13.094,59.9,5.3,40489596,17.517,36157209,17.403,0.893,3563817,15.086,43390.936,10.678,27.65,14439993,16.486,74.89,0.83,6,0,0,1,0,1,0,0,0,0,0
Ghana,GHA,56,2013,6.5,0.516333215,26164432,38.954,69.3,1.8,10869605,16.201,6010892,15.609,0.553,96246.383,11.475,3678.52,8.21,41.1,294127.281,12.592,52.735,0.42,6,0,0,1,0,0,0,1,0,0,0
Greece,GRC,57,2013,6,0.521272491,10965211,14.633,53.2,27.2,3625362,15.103,3016301,14.92,0.832,286108.75,12.564,26092.407,10.169,33.65,2044242.25,14.531,77.343,0.75,6,0,0,0,0,1,0,0,0,0,0
Guatemala,GTM,58,2013,4.5,0.615461421,15690793,37.607,67.7,3,6428923,15.676,3111599,14.951,0.484,104280.188,11.555,6645.948,8.802,49.396755,281013.781,12.546,50.661,0.42,6,1,0,0,1,0,0,0,0,0,0
Guinea,GIN,59,2013,3,0.710181141,11948726,42.921,72,1.7,4827075,15.39,1554318,14.257,0.322,15606.615,9.655,1306.132,7.175,39.4,19111.52,9.858,36.209,0.42,6,0,1,0,0,0,0,1,0,0,0
Guinea-Bissau,GNB,60,2013,2.5,0.766040373,1757138,41.137,73.3,6.8,706593,13.468,244481,12.407,0.346,2151.445,7.674,1224.403,7.11,35.5,5304.504,8.576,47.747,0.42,6,1,0,0,0,0,0,1,0,0,0
Guyana,GUY,61,2013,5.5,0.629054272,761033,30.764,61.4,11.1,287611,12.569,163938,12.007,0.57,,,,,43.85,,,28.382,0.25,6,0,0,1,1,0,0,0,0,0,0
Haiti,HTI,62,2013,3.5,0.731039,10431249,34.596,65.8,6.8,4183931,15.247,1686124,14.338,0.403,16001.372,9.68,1533.984,7.336,59.2,123469.75,11.724,56.168,0.25,6,0,1,0,1,0,0,0,0,0,0
Honduras,HND,63,2013,4,0.690121615,7849059,33.35,62.6,3.9,3147143,14.962,1545247,14.251,0.491,33537.496,10.42,4272.805,8.36,55.3,118671.203,11.684,53.537,0.25,6,0,0,0,1,0,0,0,0,0,0
Hungary,HUN,64,2013,6.5,0.44263311,9893082,14.536,51.9,10.2,3940566,15.187,3211562,14.982,0.815,243099.25,12.401,24572.651,10.109,30,1062706.25,13.876,70.306,0.67,6,0,0,0,0,0,0,0,0,1,1
Iceland,ISL,65,2013,7,0.119788313,323764,20.551,73.9,5.6,179447,12.098,153068,11.939,0.853,13424.748,9.505,41464.61,10.633,25,57167.031,10.954,93.942,1,6,0,0,0,0,1,0,0,0,0,0
India,IND,66,2013,5.5,0.611828172,1279498874,29.648,54.2,3.6,470318333,19.969,237510758,19.286,0.505,6291519.5,15.655,4917.175,8.5,36.8,20736988,16.847,31.994,0.67,6,1,0,1,0,0,0,0,0,0,0
Indonesia,IDN,67,2013,5,0.624439359,251268276,28.208,67.7,6.3,114431211,18.555,70260764,18.068,0.614,2346736.25,14.669,9339.564,9.142,39.4,12529229,16.344,52.252,0.5,6,1,0,0,0,0,0,0,0,0,0
Iran,IRN,68,2013,2,0.636102605,77152445,23.43,45.1,12.9,23206058,16.96,16058592,16.592,0.692,1225083.875,14.019,15878.743,9.673,38.3,3588486.75,15.093,72.32,0.67,6,1,0,0,0,0,1,0,1,0,0
Iraq,IRQ,69,2013,2.5,0.750424671,34107366,41.345,42.3,15.1,7184581,15.787,3541998,15.08,0.493,454506.219,13.027,13325.75,9.497,42,663098.563,13.405,69.262,0.25,6,1,0,1,0,0,1,0,1,0,0
Ireland,IRL,70,2013,7,0.192327428,4598294,21.483,60.5,13.1,1898168,14.456,1721638,14.359,0.907,215654,12.281,46898.698,10.756,34.3,956680.375,13.771,62.667,1,6,0,0,1,0,1,0,0,0,0,0
Israel/West Bank,ISR,71,2013,6.5,0.331572926,8059500,27.667,63.4,6.3,3463186,15.058,2981803,14.908,0.861,254943.609,12.449,31632.683,10.362,39.2,755958.25,13.536,92.012,0.83,6,0,0,1,0,0,1,0,0,0,0
Italy,ITA,72,2013,7,0.507921045,60233948,13.865,49.1,12.2,22366327,16.923,17490468,16.677,0.782,2132695,14.573,35406.861,10.475,36,12945109,16.376,68.686,0.67,6,0,0,0,0,1,0,0,0,0,0
Ivory Coast,CIV,73,2013,6,0.655608213,21622490,42.975,67.3,4.1,7958013,15.89,3103625,14.948,0.39,68211.625,11.13,3154.661,8.057,48.4,161711.391,11.994,52.766,0.42,6,0,1,0,0,0,0,1,0,0,0
Jamaica,JAM,74,2013,5.5,0.574044031,2714669,24.883,63.3,15,1097179,13.908,730721,13.502,0.666,20601.473,9.933,7588.945,8.934,45.5,132154.266,11.792,54.336,0.42,6,0,0,1,1,0,0,0,0,0,0
Japan,JPN,75,2013,7,0.170598388,127338621,13.033,59.2,4,62937115,17.958,50979063,17.747,0.81,4467029.5,15.312,35079.927,10.465,24.9,17733182,16.691,92.491,0.83,6,0,0,0,0,0,0,0,0,0,0
Jordan,JOR,76,2013,2.5,0.482840994,7214832,36.102,41.6,12.6,1676181,14.332,1183384,13.984,0.706,74761.508,11.222,10362.197,9.246,37.7,208790.438,12.249,83.211,0.67,6,1,0,1,0,0,1,0,0,0,0
Kazakhstan,KAZ,77,2013,2.5,0.680170572,17035275,25.526,72.5,5.2,8719681,15.981,6958305,15.755,0.798,389012.656,12.871,22835.713,10.036,33.9,688796,13.443,53.361,0.58,6,0,0,0,0,0,0,0,1,1,1
Kenya,KEN,78,2013,4,0.711932492,43692881,42.294,67.3,9.1,15424518,16.551,7928202,15.886,0.514,118106.047,11.679,2703.096,7.902,47.7,272273.188,12.515,24.78,0.33,6,0,0,1,0,0,0,1,0,0,0
Kirgizstan,KGZ,79,2013,3,0.724993968,5719600,30.669,67.5,8.3,2454525,14.713,1718167,14.357,0.7,19007.381,9.853,3323.201,8.109,34.8,32604.521,10.392,35.483,0.38,6,0,0,0,0,0,0,0,0,0,1
Kuwait,KWT,80,2013,3,0.530862936,3593689,22.758,68.4,3.2,1837915,14.424,1194645,13.993,0.65,260615.344,12.471,72520.283,11.192,30,456498.5,13.031,98.31,0.83,6,0,0,1,0,0,1,0,1,0,0
Laos,LAO,81,2013,1.5,0.679939055,6579985,35.519,77.7,1.3,3253815,14.995,1500009,14.221,0.461,33356.414,10.415,5069.375,8.531,32.6,92216.148,11.432,36.469,0.5,6,1,1,0,0,0,0,0,0,1,0
Latvia,LVA,82,2013,6,0.447003734,2012647,14.391,60.6,11.9,919894,13.732,741435,13.516,0.806,45080.801,10.716,22398.762,10.017,35.7,282035.438,12.55,67.476,0.83,6,0,0,0,0,0,0,0,0,0,1
Lebanon,LBN,83,2013,3.5,0.685275352,5286990,23.907,47.6,6.2,1796225,14.401,1160361,13.964,0.646,76497.352,11.245,14468.98,9.58,45,355451.813,12.781,87.548,0.67,6,1,1,0,0,0,1,0,0,0,0
Lesotho,LSO,84,2013,5.5,0.454770157,2083061,36.614,66,24.6,657066,13.396,331819,12.712,0.505,4783.013,8.473,2296.146,7.739,57.85,22283.963,10.012,26.271,0.56,6,0,0,1,0,0,0,1,0,1,0
Liberia,LBR,85,2013,4.5,0.636187136,4293692,42.88,61.5,3.7,1452514,14.189,581006,13.273,0.4,3428.188,8.14,798.424,6.683,52.6,9618.981,9.171,48.921,0.33,6,1,0,0,0,0,0,1,0,0,0
Lithuania,LTU,86,2013,7,0.427111608,2957689,14.434,61,11.8,1361603,14.124,1181871,13.983,0.868,78776.477,11.274,26634.469,10.19,35.8,248104.938,12.422,66.554,0.67,6,0,0,0,0,0,0,0,0,0,1
Luxembourg,LUX,87,2013,7,0.076808596,543360,16.908,57.6,5.9,244714,12.408,189898,12.154,0.776,49588.059,10.812,91261.886,11.421,30.8,163101.297,12.002,89.568,1,6,0,0,0,0,1,0,0,0,1,0
Macedonia,MKD,88,2013,5,0.496007427,2072543,17.33,55.2,29,671503,13.417,,,,25612.779,10.151,12358.141,9.422,39,88834.359,11.395,56.981,0.56,6,0,0,0,0,0,0,0,0,1,1
Madagascar,MDG,89,2013,3.5,0.636007297,22924557,42.389,88.5,3.6,11267416,16.237,5509766,15.522,0.489,24715.459,10.115,1078.122,6.983,47.2,56781.215,10.947,33.832,0.42,6,0,1,0,0,0,0,1,0,0,0
Malawi,MWI,90,2013,4.5,0.624891269,16190126,45.591,83,7.6,6755655,15.726,2985999,14.909,0.442,14640.492,9.592,904.285,6.807,39,55952.219,10.932,15.944,0.42,6,0,0,1,0,0,0,1,0,1,0
Malaysia,MYS,91,2013,4,0.419148368,29465372,25.761,59.4,3.2,12577750,16.347,8628337,15.971,0.686,650591.813,13.386,22079.878,10.002,37.9,1781549,14.393,73.284,0.67,6,0,0,1,0,0,0,0,0,0,0
Maldives,MDV,92,2013,4,0.604908013,393000,27.716,66.8,11.3,168320,12.034,93418,11.445,0.555,4778.624,8.472,12159.347,9.406,37.4,12289.14,9.416,43.416,0.5,6,0,0,1,0,0,0,0,0,0,0
Mali,MLI,93,2013,3.5,0.647672391,16592097,47.512,66,8.1,5282297,15.48,1595254,14.283,0.302,23013.906,10.044,1387.04,7.235,39,52223.215,10.863,38.363,0.5,6,0,1,0,0,0,0,1,0,1,0
Malta,MLT,94,2013,7,0.301946783,423374,15.126,52,6.5,174709,12.071,130158,11.777,0.745,12839.005,9.46,30325.445,10.32,26,43868.426,10.689,95.139,0.83,6,0,0,1,0,1,0,0,0,0,0
Mauritania,MRT,95,2013,2.5,0.659504008,3872684,40.479,53.9,31.1,856034,13.66,309884,12.644,0.362,11060.021,9.311,2855.906,7.957,39,38360.078,10.555,58.636,0.25,6,0,1,0,0,0,0,1,0,0,0
Mauritius,MUS,96,2013,6.5,0.428012562,1258653,20.321,58.6,8,540676,13.201,387665,12.868,0.717,21425.113,9.972,17022.256,9.742,39,80534.148,11.296,39.979,0.88,6,0,0,1,0,0,0,1,0,0,0
